CustomerKey,Segment,Segment_Name,Recency,Frequency,Monetary,AvgOrderValue,TotalQuantity,AnnualIncome,TotalChildren,DaysSinceLastPurchase_Log,PurchaseFrequency_Log,LifetimeValue_Log,EngagementScore
11053,1,New Engaged,344,1,2082.7424,1041.3712,2,60000,0,5.84354441703136,0.6931471805599453,7.641920786787806,6.036934492753623
11054,0,VIP At-Risk,211,2,4577.138199999999,915.42764,5,40000,2,5.356586274672012,1.0986122886681098,8.429047687911826,43.180549056603766
11055,0,VIP At-Risk,203,2,4557.0838,651.0119714285714,9,40000,2,5.318119993844216,1.0986122886681098,8.424657594893315,44.67729215686275
11056,0,VIP At-Risk,210,2,4596.6319,656.6617,9,40000,3,5.351858133476067,1.0986122886681098,8.433296645572106,43.56997061611375
11057,0,VIP At-Risk,220,2,4464.479600000001,1488.1598666666669,3,70000,2,5.3981627015177525,1.0986122886681098,8.404131900756099,40.40253031674209
11058,0,VIP At-Risk,206,2,4598.113800000001,919.6227600000002,5,80000,2,5.332718793265369,1.0986122886681098,8.43361891174346,44.42622028985508
11059,0,VIP At-Risk,286,3,179.1784,25.596914285714288,13,80000,2,5.659482215759621,1.3862943611198906,5.193947471174987,1.8729449477351918
11060,0,VIP At-Risk,185,2,4523.4296,904.68592,8,80000,2,5.225746673713202,1.0986122886681098,8.417246792939777,48.63902795698925
11061,0,VIP At-Risk,196,2,4520.4396,904.08792,7,80000,2,5.2832037287379885,1.0986122886681098,8.416585717692548,45.89278781725888
11062,1,New Engaged,354,1,2126.7024,708.9008,4,40000,0,5.872117789475416,0.6931471805599453,7.662797991057604,5.990710985915493
11063,1,New Engaged,349,1,2155.3266,431.06532,9,40000,0,5.857933154483459,0.6931471805599453,7.676161404786366,6.158075999999999
11064,1,New Engaged,336,1,2069.0782,1034.5391,3,40000,0,5.820082930352362,0.6931471805599453,7.63534166332363,6.139697922848664
11065,1,New Engaged,320,1,198.58,66.19333333333334,4,60000,0,5.771441123130016,0.6931471805599453,5.2962151584561665,0.6186292834890966
11066,1,New Engaged,100,2,87.1942,17.43884,7,70000,0,4.61512051684126,1.0986122886681098,4.479541201213298,1.7266178217821782
11067,1,New Engaged,131,1,10.27,5.135,3,60000,0,4.882801922586371,0.6931471805599453,2.422144328051685,0.0778030303030303
11068,0,VIP At-Risk,81,3,204.8362,22.75957777777778,18,80000,2,4.406719247264253,1.3862943611198906,5.327080706862547,7.494007317073171
11069,0,VIP At-Risk,206,2,4455.489600000001,2227.7448000000004,2,80000,2,5.332718793265369,1.0986122886681098,8.40211664989813,43.04820869565218
11070,0,VIP At-Risk,184,2,4547.1682,505.24091111111113,15,80000,2,5.220355825078324,1.0986122886681098,8.422479837475919,49.15857513513514
11071,0,VIP At-Risk,27,3,168.76,24.108571428571427,14,80000,2,3.332204510175204,1.3862943611198906,5.134385674865673,18.08142857142857
11072,0,VIP At-Risk,195,2,4581.399600000001,763.5666000000001,9,80000,2,5.278114659230517,1.0986122886681098,8.429978070035766,46.74897551020409
11073,0,VIP At-Risk,128,3,231.4568,23.14568,16,70000,2,4.859812404361672,1.3862943611198906,5.448704401311641,5.382716279069768
11074,0,VIP At-Risk,214,3,139.1042,19.87202857142857,11,70000,2,5.3706380281276624,1.3862943611198906,4.942386431480336,1.9409888372093023
11075,0,VIP At-Risk,186,2,4470.1182,1117.52955,7,80000,2,5.231108616854587,1.0986122886681098,8.405393812923222,47.80875080213904
11076,0,VIP At-Risk,189,2,4510.479600000001,1503.4932,3,80000,2,5.247024072160486,1.0986122886681098,8.414380449646654,47.47873263157895
11077,0,VIP At-Risk,198,2,4545.4696,1136.3674,4,80000,2,5.293304824724492,1.0986122886681098,8.4221062986815,45.68311155778895
11078,0,VIP At-Risk,3,16,991.2692,33.04230666666667,47,40000,0,1.3862943611198906,2.833213344056216,6.8999944414381735,3965.0768
11079,1,New Engaged,119,2,84.2084,21.0521,10,160000,0,4.787491742782046,1.0986122886681098,4.445100020524738,1.4034733333333334
11080,0,VIP At-Risk,187,2,4582.181100000001,763.6968500000002,7,170000,0,5.236441962829949,1.0986122886681098,8.430148599329538,48.74660744680852
11081,1,New Engaged,258,2,116.5484,23.30968,7,120000,2,5.556828061699537,1.0986122886681098,4.766850163664181,0.8999876447876448
11082,0,VIP At-Risk,52,2,2896.5144,482.7524,8,130000,0,3.970291913552122,1.0986122886681098,7.97160854500311,109.30243018867925
11083,0,VIP At-Risk,50,2,2887.4038000000005,577.4807600000001,5,130000,0,3.9318256327243257,1.0986122886681098,7.968459310183418,113.23152156862747
11084,0,VIP At-Risk,37,2,2846.3096,569.26192,8,80000,2,3.6375861597263857,1.0986122886681098,7.954129827414087,149.80576842105265
11085,1,New Engaged,22,1,78.6242,26.208066666666667,4,60000,2,3.1354942159291497,0.6931471805599453,4.377318066746094,3.4184434782608695
11086,1,New Engaged,7,2,185.7577,30.959616666666665,10,70000,2,2.0794415416798357,1.0986122886681098,5.229812054755967,46.439425
11087,1,New Engaged,140,2,206.56,51.64,6,70000,3,4.948759890378168,1.0986122886681098,5.3354204544995385,2.9299290780141845
11089,0,VIP At-Risk,40,2,2968.7438999999995,424.10627142857135,9,80000,2,3.713572066704308,1.0986122886681098,7.996230999122586,144.81677560975606
11090,0,VIP At-Risk,37,3,6497.737,1082.9561666666666,9,90000,2,3.6375861597263857,1.3862943611198906,8.779363129311236,512.9792368421053
11091,0,VIP At-Risk,7,26,1513.1358,27.020282142857145,97,90000,2,2.0794415416798357,3.295836866004329,7.322600126144022,4917.69135
11092,0,VIP At-Risk,189,2,4517.4296,1129.3574,6,90000,2,5.247024072160486,1.0986122886681098,8.415919778828911,47.551890526315795
11093,0,VIP At-Risk,202,2,4572.7324,762.1220666666667,9,100000,0,5.313205979041787,1.0986122886681098,8.428084868280099,45.051550738916255
11094,1,New Engaged,128,2,198.82,49.705,7,70000,1,4.859812404361672,1.0986122886681098,5.297416961304872,3.0824806201550388
11095,0,VIP At-Risk,185,2,4550.7624,758.4603999999999,8,70000,1,5.225746673713202,1.0986122886681098,8.42326977760731,48.93292903225806
11096,0,VIP At-Risk,150,2,4441.812400000001,1480.6041333333335,3,60000,1,5.017279836814924,1.0986122886681098,8.399042878321753,58.831952317880805
11097,0,VIP At-Risk,156,2,4488.138199999999,1122.03455,5,60000,1,5.056245805348308,1.0986122886681098,8.409416024674716,57.17373503184712
11098,1,New Engaged,73,3,148.92000000000002,37.23,8,60000,1,4.30406509320417,1.3862943611198906,5.010101818490112,6.037297297297298
11099,0,VIP At-Risk,179,2,4595.0682,574.383525,12,60000,1,5.19295685089021,1.0986122886681098,8.432956477848975,51.05631333333333
11100,0,VIP At-Risk,142,2,4585.5358,764.2559666666666,9,60000,1,4.962844630259907,1.0986122886681098,8.430880290435436,64.13336783216782
11101,0,VIP At-Risk,181,2,4674.0939,779.0156499999999,10,70000,0,5.204006687076795,1.0986122886681098,8.450004527082573,51.363669230769226
11102,1,New Engaged,19,3,150.82999999999998,30.165999999999997,9,80000,5,2.995732273553991,1.3862943611198906,5.022761473894096,22.624499999999998
11103,0,VIP At-Risk,204,2,4599.2044000000005,657.0292000000001,10,70000,0,5.3230099791384085,1.0986122886681098,8.4338560162726,44.870286829268295
11104,0,VIP At-Risk,195,2,4537.128199999999,907.4256399999998,7,70000,0,5.278114659230517,1.0986122886681098,8.420269915271296,46.297226530612235
11105,0,VIP At-Risk,205,2,4458.0581999999995,1114.51455,5,70000,0,5.327876168789581,1.0986122886681098,8.402692856796165,43.282118446601935
11106,0,VIP At-Risk,195,2,4433.1682,2216.5841,2,70000,0,5.278114659230517,1.0986122886681098,8.397095323602016,45.236410204081636
11107,0,VIP At-Risk,189,2,4588.718000000001,917.7436,7,90000,1,5.247024072160486,1.0986122886681098,8.43157386325871,48.302294736842114
11108,0,VIP At-Risk,187,2,4501.812400000001,1125.4531000000002,4,70000,0,5.236441962829949,1.0986122886681098,8.412457458318912,47.89162127659575
11109,0,VIP At-Risk,186,2,4659.3966,665.6280857142857,10,70000,0,5.231108616854587,1.0986122886681098,8.446855830794409,49.83311871657754
11110,0,VIP At-Risk,129,2,4456.138199999999,1114.03455,5,60000,1,4.867534450455582,1.0986122886681098,8.40226217986992,68.5559723076923
11111,0,VIP At-Risk,127,2,4544.722400000001,649.2460571428572,12,60000,1,4.852030263919617,1.0986122886681098,8.421941937875726,71.01128750000001
11112,0,VIP At-Risk,117,2,4693.439600000001,938.68792,6,60000,1,4.770684624465665,1.0986122886681098,8.454134023495905,79.54982372881356
11113,1,New Engaged,250,3,161.4442,23.063457142857143,12,70000,5,5.5254529391317835,1.3862943611198906,5.09033455818441,1.929611952191235
11114,0,VIP At-Risk,2,3,170.8,24.4,12,70000,5,1.0986122886681098,1.3862943611198906,5.146331009550155,170.80000000000004
11115,1,New Engaged,6,2,70.46,23.486666666666665,6,70000,5,1.9459101490553132,1.0986122886681098,4.2691378525952635,20.131428571428568
11116,1,New Engaged,73,3,158.94,22.705714285714286,9,70000,5,4.30406509320417,1.3862943611198906,5.0747987449037435,6.443513513513514
11117,0,VIP At-Risk,185,2,4571.698,653.0997142857143,10,70000,5,5.225746673713202,1.0986122886681098,8.427858681678513,49.15804301075269
11118,1,New Engaged,48,2,196.7,28.1,14,80000,1,3.8918202981106265,1.0986122886681098,5.286750730176571,8.028571428571428
11119,1,New Engaged,35,2,126.4773,31.619325,8,30000,2,3.58351893845611,1.0986122886681098,4.847938309531932,7.026516666666667
11121,1,New Engaged,54,3,88.37,14.728333333333332,11,70000,5,4.007333185232471,1.3862943611198906,4.492785055393301,4.820181818181818
11122,1,New Engaged,127,3,85.85999999999999,28.61999999999999,6,70000,5,4.852030263919617,1.3862943611198906,4.464297627106675,2.0123437499999994
11123,1,New Engaged,74,2,99.71,24.9275,9,70000,5,4.31748811353631,1.0986122886681098,4.612245099660053,2.658933333333333
11124,0,VIP At-Risk,192,2,4496.7724,899.35448,7,80000,1,5.262690188904886,1.0986122886681098,8.411337530972238,46.59867772020725
11125,0,VIP At-Risk,177,3,141.8981,20.27115714285714,14,70000,1,5.181783550292085,1.3862943611198906,4.962131788836232,2.391541011235955
11126,0,VIP At-Risk,55,2,1625.64,232.23428571428573,10,10000,2,4.02535169073515,1.0986122886681098,7.394271816602086,58.05857142857143
11127,1,New Engaged,88,2,52.96000000000001,17.653333333333336,5,40000,0,4.48863636973214,1.0986122886681098,3.988243031339555,1.190112359550562
11128,1,New Engaged,137,2,164.63150000000002,23.518785714285716,11,40000,0,4.927253685157205,1.0986122886681098,5.10976544125343,2.3859637681159422
11129,0,VIP At-Risk,352,2,5627.3682,2813.6841,2,40000,0,5.8664680569332965,1.0986122886681098,8.635574838979869,31.8831059490085
11130,1,New Engaged,19,1,37.29,18.645,2,30000,0,2.995732273553991,0.6931471805599453,3.6451887654892032,1.8645
11131,0,VIP At-Risk,6,4,211.7926,26.474075,15,30000,0,1.9459101490553132,1.6094379124341003,5.360317982426754,121.02434285714286
11132,1,New Engaged,262,1,2189.9782,364.9963666666667,11,30000,0,5.572154032177765,0.6931471805599453,7.692103389751352,8.32691330798479
11134,0,VIP At-Risk,55,2,1511.84,755.9200000000001,2,10000,5,4.02535169073515,1.0986122886681098,7.3217439580311785,53.99428571428571
11135,1,New Engaged,253,1,2101.3796,700.4598666666667,5,30000,0,5.537334267018537,0.6931471805599453,7.650825125046868,8.273148031496063
11136,1,New Engaged,358,1,2156.5582,718.8527333333333,4,40000,0,5.883322388488279,0.6931471805599453,7.676732398260027,6.007125905292479
11137,1,New Engaged,149,1,198.58,66.19333333333334,4,40000,0,5.0106352940962555,0.6931471805599453,5.2962151584561665,1.3238666666666667
11138,1,New Engaged,100,1,37.6342,18.8171,2,40000,0,4.61512051684126,0.6931471805599453,3.6541378945579877,0.3726158415841584
11139,1,New Engaged,72,2,115.3357,38.445233333333334,5,30000,2,4.290459441148391,1.0986122886681098,4.756479977166926,3.159882191780822
11140,1,New Engaged,283,1,44.98,22.49,3,30000,0,5.648974238161206,0.6931471805599453,3.8282065193350356,0.15838028169014085
11141,1,New Engaged,91,2,126.5842,25.316840000000003,8,40000,0,4.5217885770490405,1.0986122886681098,4.848776538792398,2.7518304347826086
11142,0,VIP At-Risk,12,15,1117.2504,36.04033548387096,50,40000,0,2.5649493574615367,2.772588722239781,7.019520600014659,1289.1350769230767
11143,1,New Engaged,9,2,67.11,13.422,10,40000,0,2.302585092994046,1.0986122886681098,4.221124045253227,13.422
11144,1,New Engaged,336,1,2152.1555,717.3851666666666,3,40000,0,5.820082930352362,0.6931471805599453,7.674689719558878,6.386218100890208
11145,1,New Engaged,336,1,2079.0582,693.0194,5,40000,0,5.820082930352362,0.6931471805599453,7.64015115307314,6.169312166172107
11146,0,VIP At-Risk,104,3,171.1784,24.454057142857145,13,40000,2,4.653960350157523,1.3862943611198906,5.148531148585866,4.890811428571429
11147,0,VIP At-Risk,73,2,4615.18,769.1966666666667,8,60000,2,4.30406509320417,1.0986122886681098,8.437322802228351,124.7345945945946
11148,0,VIP At-Risk,25,3,183.5,30.583333333333332,10,40000,2,3.258096538021482,1.3862943611198906,5.217649463480582,21.173076923076923
11149,1,New Engaged,29,3,101.8284,25.457099999999997,8,40000,2,3.4011973816621555,1.3862943611198906,4.633061579458469,10.18284
11150,0,VIP At-Risk,165,3,256.9488,32.1186,13,40000,2,5.111987788356544,1.3862943611198906,5.552761115615485,4.643653012048193
11151,0,VIP At-Risk,69,2,4498.9966,899.7993200000001,8,60000,2,4.248495242049359,1.0986122886681098,8.41183192020257,128.54276000000002
11152,0,VIP At-Risk,352,1,2049.0982,2049.0982,1,40000,0,5.8664680569332965,0.6931471805599453,7.625642973424193,5.804810764872521
11153,1,New Engaged,273,2,126.03,25.206,9,40000,0,5.6131281063880705,1.0986122886681098,4.844423279035369,0.9199270072992701
11154,0,VIP At-Risk,351,1,2071.4196,2071.4196,1,40000,0,5.863631175598097,0.6931471805599453,7.636472092529572,5.884714772727273
11155,0,VIP At-Risk,355,1,2071.4196,2071.4196,1,40000,0,5.87493073085203,0.6931471805599453,7.636472092529572,5.818594382022472
11156,1,New Engaged,353,1,2144.0782,536.01955,4,40000,0,5.869296913133774,0.6931471805599453,7.670931287574039,6.056718079096045
11157,1,New Engaged,108,2,47.56,15.853333333333332,5,40000,0,4.6913478822291435,1.0986122886681098,3.8828001467512427,0.8726605504587156
11158,1,New Engaged,342,1,2169.3696,723.1232,4,40000,0,5.8377304471659395,0.6931471805599453,7.682652754611906,6.324692711370262
11159,1,New Engaged,51,2,60.42,12.084,9,40000,0,3.9512437185814275,1.0986122886681098,4.117735515012677,2.323846153846154
11160,1,New Engaged,309,1,2073.7096,1036.8548,2,40000,0,5.736572297479192,0.6931471805599453,7.637576471063402,6.689385806451614
11161,1,New Engaged,47,2,116.5642,19.427366666666668,10,40000,0,3.871201010907891,1.0986122886681098,4.766984567350106,4.856841666666667
11162,1,New Engaged,312,1,2082.7424,1041.3712,2,40000,0,5.746203190540153,0.6931471805599453,7.641920786787806,6.654129073482428
11163,1,New Engaged,144,2,62.53,15.6325,8,40000,0,4.976733742420574,1.0986122886681098,4.1515122352784415,0.8624827586206897
11164,1,New Engaged,144,2,156.03,26.005,9,40000,0,4.976733742420574,1.0986122886681098,5.056436869896863,2.1521379310344826
11165,1,New Engaged,205,2,106.48,35.49333333333333,4,60000,0,5.327876168789581,1.0986122886681098,4.6773047837472905,1.0337864077669903
11166,1,New Engaged,22,2,95.5942,19.11884,7,70000,0,3.1354942159291497,1.0986122886681098,4.570518698008048,8.312539130434782
11167,0,VIP At-Risk,30,2,2880.4382,720.10955,4,80000,0,3.4339872044851463,1.0986122886681098,7.9660448234837915,185.83472258064518
11168,0,VIP At-Risk,42,2,2942.8824,420.4117714285714,12,80000,0,3.7612001156935624,1.0986122886681098,7.987484533398744,136.8782511627907
11169,1,New Engaged,95,2,91.1842,18.23684,8,90000,4,4.564348191467836,1.0986122886681098,4.523788749283256,1.8996708333333334
11170,1,New Engaged,123,1,83.53999999999999,27.846666666666664,5,90000,4,4.820281565605037,0.6931471805599453,4.437224795138643,0.6737096774193547
11171,0,VIP At-Risk,51,3,6534.588199999999,816.8235249999999,13,100000,1,3.9512437185814275,1.3862943611198906,8.785017629658986,376.9954730769231
11172,1,New Engaged,238,1,45.6142,22.8071,4,100000,1,5.476463551931511,0.6931471805599453,3.8419052157436195,0.19085439330543932
11173,1,New Engaged,4,2,106.48,35.49333333333333,4,110000,0,1.6094379124341003,1.0986122886681098,4.6773047837472905,42.592
11174,1,New Engaged,155,2,62.120000000000005,12.424,9,110000,0,5.049856007249537,1.0986122886681098,4.145037676537619,0.7964102564102564
11175,0,VIP At-Risk,55,3,6536.9096,817.1137,14,70000,0,4.02535169073515,1.3862943611198906,8.785372760330198,350.19158571428574
11176,0,VIP At-Risk,37,24,1526.0318,29.346765384615384,88,90000,4,3.6375861597263857,3.2188758248682006,7.33108113014914,963.8095578947368
11177,1,New Engaged,75,2,142.53,23.755,8,110000,2,4.330733340286331,1.0986122886681098,4.966544072583289,3.7507894736842107
11178,1,New Engaged,215,2,152.9842,25.497366666666665,9,100000,2,5.375278407684165,1.0986122886681098,5.036849999747558,1.4165203703703702
11179,1,New Engaged,290,1,93.93,31.31,6,120000,2,5.673323267171493,0.6931471805599453,4.5531397778937075,0.3227835051546392
11180,1,New Engaged,94,2,168.6904,28.115066666666667,9,160000,1,4.553876891600541,1.0986122886681098,5.133975600221629,3.5513768421052636
11181,1,New Engaged,169,2,49.260000000000005,16.42,5,170000,2,5.135798437050262,1.0986122886681098,3.917209532115446,0.579529411764706
11182,1,New Engaged,121,1,49.56,16.52,5,70000,4,4.804021044733257,0.6931471805599453,3.923160749838602,0.4062295081967213
11183,1,New Engaged,197,2,57.54,14.385,7,70000,4,5.288267030694535,1.0986122886681098,4.06971028126374,0.5812121212121212
11184,1,New Engaged,80,2,99.21,19.842,8,70000,4,4.394449154672439,1.0986122886681098,4.607267984070237,2.4496296296296296
11185,0,VIP At-Risk,15,25,1716.7586,28.143583606557375,100,70000,4,2.772588722239781,3.258096538021482,7.448775580447918,2682.4353125
11186,1,New Engaged,71,1,7.98,7.98,2,70000,4,4.276666119016055,0.6931471805599453,2.194999882314108,0.11083333333333334
11187,1,New Engaged,143,2,111.47,27.8675,5,60000,4,4.969813299576001,1.0986122886681098,4.72268651941593,1.5481944444444444
11188,1,New Engaged,57,1,79.97,26.656666666666663,4,60000,4,4.060443010546419,0.6931471805599453,4.394078715698023,1.3787931034482759
11190,1,New Engaged,121,1,8.57,4.285,3,70000,5,4.804021044733257,0.6931471805599453,2.258633205464863,0.07024590163934427
11191,0,VIP At-Risk,52,3,6508.298,929.7568571428573,9,70000,5,3.970291913552122,1.3862943611198906,8.780986895286718,368.39422641509435
11192,1,New Engaged,94,2,121.2484,24.24968,7,60000,4,4.553876891600541,1.0986122886681098,4.8060550403347735,2.5525978947368424
11193,1,New Engaged,131,2,47.56,15.853333333333332,5,60000,4,4.882801922586371,1.0986122886681098,3.8828001467512427,0.7206060606060607
11194,1,New Engaged,20,2,137.33620000000002,22.88936666666667,9,60000,4,3.044522437723423,1.0986122886681098,4.929686954239439,13.079638095238098
11195,1,New Engaged,67,2,138.2804,23.046733333333332,10,60000,5,4.219507705176107,1.0986122886681098,4.936489167368504,4.0670705882352935
11196,1,New Engaged,95,2,169.56,42.39,6,60000,5,4.564348191467836,1.0986122886681098,5.139087140977479,3.5325
11197,1,New Engaged,160,2,216.13,36.02166666666667,9,70000,3,5.081404364984463,1.0986122886681098,5.38049625250568,2.684844720496894
11198,1,New Engaged,317,2,123.7204,30.9301,6,70000,4,5.762051382780177,1.0986122886681098,4.82607443192847,0.7781157232704402
11199,1,New Engaged,72,2,165.0,27.5,10,70000,4,4.290459441148391,1.0986122886681098,5.111987788356544,4.52054794520548
11200,0,VIP At-Risk,10,25,1613.8803,31.64471176470588,83,70000,4,2.3978952727983707,3.258096538021482,7.38701611526285,3667.909772727273
11201,1,New Engaged,110,2,203.6415,33.94025,8,70000,4,4.709530201312334,1.0986122886681098,5.321259667748938,3.6692162162162165
11202,1,New Engaged,98,2,72.63419999999999,24.2114,3,80000,5,4.59511985013459,1.0986122886681098,4.299109591720384,1.4673575757575756
11203,0,VIP At-Risk,17,17,1002.0515,31.314109375,53,40000,2,2.8903717578961645,2.8903717578961645,6.91080213260589,946.3819722222223
